region,ålder,kön,tabellinnehåll,år,DATA
Jönköpings län,45-49 år,män,Antal,2024,10901.0
Jönköpings län,45-49 år,kvinnor,Antal,2008,10386.0
Jönköpings län,45-49 år,kvinnor,Antal,2009,10566.0
Jönköpings län,45-49 år,kvinnor,Antal,2010,10890.0
Jönköpings län,45-49 år,kvinnor,Antal,2011,11150.5
Jönköpings län,45-49 år,kvinnor,Antal,2012,11392.0
Jönköpings län,45-49 år,kvinnor,Antal,2013,11548.0
Jönköpings län,45-49 år,kvinnor,Antal,2014,11500.0
Jönköpings län,45-49 år,kvinnor,Antal,2015,11356.0
Jönköpings län,45-49 år,kvinnor,Antal,2016,11396.5
Jönköpings län,45-49 år,kvinnor,Antal,2017,11282.5
Jönköpings län,45-49 år,kvinnor,Antal,2018,11184.5
Jönköpings län,45-49 år,kvinnor,Antal,2019,11163.0
Jönköpings län,45-49 år,kvinnor,Antal,2020,11060.0
Jönköpings län,45-49 år,kvinnor,Antal,2021,10775.5
Jönköpings län,45-49 år,kvinnor,Antal,2022,10651.5
Jönköpings län,45-49 år,kvinnor,Antal,2023,10504.0
Jönköpings län,45-49 år,kvinnor,Antal,2024,10477.5
Jönköpings län,50-54 år,män,Antal,2008,10678.0
Jönköpings län,50-54 år,män,Antal,2009,10644.0
Jönköpings län,50-54 år,män,Antal,2010,10619.0
Jönköpings län,50-54 år,män,Antal,2011,10543.0
Jönköpings län,50-54 år,män,Antal,2012,10601.0
Jönköpings län,50-54 år,män,Antal,2013,10799.0
Jönköpings län,50-54 år,män,Antal,2014,11162.5
Jönköpings län,50-54 år,män,Antal,2015,11548.0
Jönköpings län,50-54 år,män,Antal,2016,11989.5
Jönköpings län,50-54 år,män,Antal,2017,12331.0
Jönköpings län,50-54 år,män,Antal,2018,12446.5
Jönköpings län,50-54 år,män,Antal,2019,12351.5
Jönköpings län,50-54 år,män,Antal,2020,12189.0
Jönköpings län,50-54 år,män,Antal,2021,12002.5
Jönköpings län,50-54 år,män,Antal,2022,11805.5
Jönköpings län,50-54 år,män,Antal,2023,11599.5
Jönköpings län,50-54 år,män,Antal,2024,11570.0
Jönköpings län,50-54 år,kvinnor,Antal,2008,10122.5
Jönköpings län,50-54 år,kvinnor,Antal,2009,10156.5
Jönköpings län,50-54 år,kvinnor,Antal,2010,10107.0
Jönköpings län,50-54 år,kvinnor,Antal,2011,10119.5
Jönköpings län,50-54 år,kvinnor,Antal,2012,10181.0
Jönköpings län,50-54 år,kvinnor,Antal,2013,10372.5
Jönköpings län,50-54 år,kvinnor,Antal,2014,10550.0
Jönköpings län,50-54 år,kvinnor,Antal,2015,10921.0
Jönköpings län,50-54 år,kvinnor,Antal,2016,11216.5
Jönköpings län,50-54 år,kvinnor,Antal,2017,11485.5
Jönköpings län,50-54 år,kvinnor,Antal,2018,11683.0
Jönköpings län,50-54 år,kvinnor,Antal,2019,11639.0
Jönköpings län,50-54 år,kvinnor,Antal,2020,11457.5
Jönköpings län,50-54 år,kvinnor,Antal,2021,11490.0
Jönköpings län,50-54 år,kvinnor,Antal,2022,11338.5
Jönköpings län,50-54 år,kvinnor,Antal,2023,11217.5
Jönköpings län,50-54 år,kvinnor,Antal,2024,11156.0
Jönköpings län,55-59 år,män,Antal,2008,10546.5
Jönköpings län,55-59 år,män,Antal,2009,10397.0
Jönköpings län,55-59 år,män,Antal,2010,10415.0
Jönköpings län,55-59 år,män,Antal,2011,10452.5
Jönköpings län,55-59 år,män,Antal,2012,10481.5
Jönköpings län,55-59 år,män,Antal,2013,10552.0
Jönköpings län,55-59 år,män,Antal,2014,10494.5
Jönköpings län,55-59 år,män,Antal,2015,10504.5
Jönköpings län,55-59 år,män,Antal,2016,10427.0
Jönköpings län,55-59 år,män,Antal,2017,10507.0
Jönköpings län,55-59 år,män,Antal,2018,10763.5
Jönköpings län,55-59 år,män,Antal,2019,11097.0
Jönköpings län,55-59 år,män,Antal,2020,11466.5
Jönköpings län,55-59 år,män,Antal,2021,11875.0
Jönköpings län,55-59 år,män,Antal,2022,12172.0
Jönköpings län,55-59 år,män,Antal,2023,12255.0
Jönköpings län,55-59 år,män,Antal,2024,12150.0
Jönköpings län,55-59 år,kvinnor,Antal,2008,10386.5
Jönköpings län,55-59 år,kvinnor,Antal,2009,10164.5
Jönköpings län,55-59 år,kvinnor,Antal,2010,10149.5
Jönköpings län,55-59 år,kvinnor,Antal,2011,10119.0
Jönköpings län,55-59 år,kvinnor,Antal,2012,10090.5
Jönköpings län,55-59 år,kvinnor,Antal,2013,9993.5
Jönköpings län,55-59 år,kvinnor,Antal,2014,10079.0
Jönköpings län,55-59 år,kvinnor,Antal,2015,10027.5
Jönköpings län,55-59 år,kvinnor,Antal,2016,10063.0
Jönköpings län,55-59 år,kvinnor,Antal,2017,10127.5
Jönköpings län,55-59 år,kvinnor,Antal,2018,10298.0
Jönköpings län,55-59 år,kvinnor,Antal,2019,10467.0
Jönköpings län,55-59 år,kvinnor,Antal,2020,10885.0
Jönköpings län,55-59 år,kvinnor,Antal,2021,11149.5
Jönköpings län,55-59 år,kvinnor,Antal,2022,11429.0
Jönköpings län,55-59 år,kvinnor,Antal,2023,11629.5
Jönköpings län,55-59 år,kvinnor,Antal,2024,11554.5
Jönköpings län,60-64 år,män,Antal,2008,11373.0
Jönköpings län,60-64 år,män,Antal,2009,11337.5
Jönköpings län,60-64 år,män,Antal,2010,11015.5
Jönköpings län,60-64 år,män,Antal,2011,10686.5
Jönköpings län,60-64 år,män,Antal,2012,10421.5
Jönköpings län,60-64 år,män,Antal,2013,10254.0
Jönköpings län,60-64 år,män,Antal,2014,10138.5
Jönköpings län,60-64 år,män,Antal,2015,10157.0
Jönköpings län,60-64 år,män,Antal,2016,10223.0
Jönköpings län,60-64 år,män,Antal,2017,10244.5
Jönköpings län,60-64 år,män,Antal,2018,10313.0
Jönköpings län,60-64 år,män,Antal,2019,10262.0
Jönköpings län,60-64 år,män,Antal,2020,10257.5
Jönköpings län,60-64 år,män,Antal,2021,10162.0
Jönköpings län,60-64 år,män,Antal,2022,10273.0
Jönköpings län,60-64 år,män,Antal,2023,10489.5
Jönköpings län,60-64 år,män,Antal,2024,10794.0
Jönköpings län,60-64 år,kvinnor,Antal,2008,11143.0
Jönköpings län,60-64 år,kvinnor,Antal,2009,11135.5
Jönköpings län,60-64 år,kvinnor,Antal,2010,10979.5
Jönköpings län,60-64 år,kvinnor,Antal,2011,10765.5
Jönköpings län,60-64 år,kvinnor,Antal,2012,10452.0
Jönköpings län,60-64 år,kvinnor,Antal,2013,10180.5
Jönköpings län,60-64 år,kvinnor,Antal,2014,9953.0
Jönköpings län,60-64 år,kvinnor,Antal,2015,9937.5
Jönköpings län,60-64 år,kvinnor,Antal,2016,9925.0
Jönköpings län,60-64 år,kvinnor,Antal,2017,9921.5
Jönköpings län,60-64 år,kvinnor,Antal,2018,9839.0
Jönköpings län,60-64 år,kvinnor,Antal,2019,9898.5
Jönköpings län,60-64 år,kvinnor,Antal,2020,9830.0
Jönköpings län,60-64 år,kvinnor,Antal,2021,9865.5
Jönköpings län,60-64 år,kvinnor,Antal,2022,9894.5
Jönköpings län,60-64 år,kvinnor,Antal,2023,10078.0
Jönköpings län,60-64 år,kvinnor,Antal,2024,10322.0
Jönköpings län,65-69 år,män,Antal,2008,8584.5
Jönköpings län,65-69 år,män,Antal,2009,9112.0
Jönköpings län,65-69 år,män,Antal,2010,9778.5
Jönköpings län,65-69 år,män,Antal,2011,10359.5
Jönköpings län,65-69 år,män,Antal,2012,10637.0
Jönköpings län,65-69 år,män,Antal,2013,10808.5
Jönköpings län,65-69 år,män,Antal,2014,10801.0
Jönköpings län,65-69 år,män,Antal,2015,10522.5
Jönköpings län,65-69 år,män,Antal,2016,10247.0
Jönköpings län,65-69 år,män,Antal,2017,10015.0
Jönköpings län,65-69 år,män,Antal,2018,9804.0
Jönköpings län,65-69 år,män,Antal,2019,9701.5
Jönköpings län,65-69 år,män,Antal,2020,9715.5
Jönköpings län,65-69 år,män,Antal,2021,9778.0
Jönköpings län,65-69 år,män,Antal,2022,9772.5
Jönköpings län,65-69 år,män,Antal,2023,9820.5
Jönköpings län,65-69 år,män,Antal,2024,9802.5
Jönköpings län,65-69 år,kvinnor,Antal,2008,8763.5
Jönköpings län,65-69 år,kvinnor,Antal,2009,9220.5
Jönköpings län,65-69 år,kvinnor,Antal,2010,9667.0
Jönköpings län,65-69 år,kvinnor,Antal,2011,10187.5
Jönköpings län,65-69 år,kvinnor,Antal,2012,10578.0
Jönköpings län,65-69 år,kvinnor,Antal,2013,10768.5
Jönköpings län,65-69 år,kvinnor,Antal,2014,10759.0
Jönköpings län,65-69 år,kvinnor,Antal,2015,10627.0
Jönköpings län,65-69 år,kvinnor,Antal,2016,10388.0
Jönköpings län,65-69 år,kvinnor,Antal,2017,10088.5
Jönköpings län,65-69 år,kvinnor,Antal,2018,9823.0
Jönköpings län,65-69 år,kvinnor,Antal,2019,9591.5
Jönköpings län,65-69 år,kvinnor,Antal,2020,9576.5
Jönköpings län,65-69 år,kvinnor,Antal,2021,9598.0
Jönköpings län,65-69 år,kvinnor,Antal,2022,9631.0
Jönköpings län,65-69 år,kvinnor,Antal,2023,9532.5
Jönköpings län,65-69 år,kvinnor,Antal,2024,9585.0
Jönköpings län,70-74 år,män,Antal,2008,6370.0
Jönköpings län,70-74 år,män,Antal,2009,6622.0
Jönköpings län,70-74 år,män,Antal,2010,6811.5
Jönköpings län,70-74 år,män,Antal,2011,7020.5
Jönköpings län,70-74 år,män,Antal,2012,7479.5
Jönköpings län,70-74 år,män,Antal,2013,7928.0
Jönköpings län,70-74 år,män,Antal,2014,8439.5
Jönköpings län,70-74 år,män,Antal,2015,9051.0
Jönköpings län,70-74 år,män,Antal,2016,9565.0
Jönköpings län,70-74 år,män,Antal,2017,9851.0
Jönköpings län,70-74 år,män,Antal,2018,10042.5
Jönköpings län,70-74 år,män,Antal,2019,9988.5
Jönköpings län,70-74 år,män,Antal,2020,9747.5
Jönköpings län,70-74 år,män,Antal,2021,9514.5
Jönköpings län,70-74 år,män,Antal,2022,9301.0
Jönköpings län,70-74 år,män,Antal,2023,9137.0
Jönköpings län,70-74 år,män,Antal,2024,9029.5
Jönköpings län,70-74 år,kvinnor,Antal,2008,7326.0
Jönköpings län,70-74 år,kvinnor,Antal,2009,7508.0
Jönköpings län,70-74 år,kvinnor,Antal,2010,7645.5
Jönköpings län,70-74 år,kvinnor,Antal,2011,7667.5
Jönköpings län,70-74 år,kvinnor,Antal,2012,7931.0
Jönköpings län,70-74 år,kvinnor,Antal,2013,8311.0
Jönköpings län,70-74 år,kvinnor,Antal,2014,8790.0
Jönköpings län,70-74 år,kvinnor,Antal,2015,9221.0
Jönköpings län,70-74 år,kvinnor,Antal,2016,9744.0
Jönköpings län,70-74 år,kvinnor,Antal,2017,10068.0
Jönköpings län,70-74 år,kvinnor,Antal,2018,10216.0
Jönköpings län,70-74 år,kvinnor,Antal,2019,10176.5
Jönköpings län,70-74 år,kvinnor,Antal,2020,10044.0
Jönköpings län,70-74 år,kvinnor,Antal,2021,9841.0
Jönköpings län,70-74 år,kvinnor,Antal,2022,9547.0
Jönköpings län,70-74 år,kvinnor,Antal,2023,9326.5
Jönköpings län,70-74 år,kvinnor,Antal,2024,9162.5
Kronobergs län,15-19 år,män,Antal,2008,6692.0
Kronobergs län,15-19 år,män,Antal,2009,6756.5
Kronobergs län,15-19 år,män,Antal,2010,6586.5
Kronobergs län,15-19 år,män,Antal,2011,6246.5
Kronobergs län,15-19 år,män,Antal,2012,5931.5
Kronobergs län,15-19 år,män,Antal,2013,5677.5
Kronobergs län,15-19 år,män,Antal,2014,5510.5
Kronobergs län,15-19 år,män,Antal,2015,5346.0
Kronobergs län,15-19 år,män,Antal,2016,5511.5
Kronobergs län,15-19 år,män,Antal,2017,5767.5
Kronobergs län,15-19 år,män,Antal,2018,5972.5
Kronobergs län,15-19 år,män,Antal,2019,6057.0
Kronobergs län,15-19 år,män,Antal,2020,6130.0
Kronobergs län,15-19 år,män,Antal,2021,6233.5
Kronobergs län,15-19 år,män,Antal,2022,6271.5
Kronobergs län,15-19 år,män,Antal,2023,6413.0
Kronobergs län,15-19 år,män,Antal,2024,6404.0
Kronobergs län,15-19 år,kvinnor,Antal,2008,6142.5
Kronobergs län,15-19 år,kvinnor,Antal,2009,6084.0
Kronobergs län,15-19 år,kvinnor,Antal,2010,5910.0
Kronobergs län,15-19 år,kvinnor,Antal,2011,5663.5
Kronobergs län,15-19 år,kvinnor,Antal,2012,5347.5
Kronobergs län,15-19 år,kvinnor,Antal,2013,5184.0
Kronobergs län,15-19 år,kvinnor,Antal,2014,5098.0
Kronobergs län,15-19 år,kvinnor,Antal,2015,5027.5
Kronobergs län,15-19 år,kvinnor,Antal,2016,5086.0
Kronobergs län,15-19 år,kvinnor,Antal,2017,5206.0
Kronobergs län,15-19 år,kvinnor,Antal,2018,5333.5
Kronobergs län,15-19 år,kvinnor,Antal,2019,5458.5
Kronobergs län,15-19 år,kvinnor,Antal,2020,5644.0
Kronobergs län,15-19 år,kvinnor,Antal,2021,5781.5
Kronobergs län,15-19 år,kvinnor,Antal,2022,5847.0
Kronobergs län,15-19 år,kvinnor,Antal,2023,5911.0
Kronobergs län,15-19 år,kvinnor,Antal,2024,5990.0
Kronobergs län,20-24 år,män,Antal,2008,6155.5
Kronobergs län,20-24 år,män,Antal,2009,6319.5
Kronobergs län,20-24 år,män,Antal,2010,6610.0
Kronobergs län,20-24 år,män,Antal,2011,6823.5
Kronobergs län,20-24 år,män,Antal,2012,7000.0
Kronobergs län,20-24 år,män,Antal,2013,7039.0
Kronobergs län,20-24 år,män,Antal,2014,7075.0
Kronobergs län,20-24 år,män,Antal,2015,7024.0
Kronobergs län,20-24 år,män,Antal,2016,6822.0
Kronobergs län,20-24 år,män,Antal,2017,6676.5
Kronobergs län,20-24 år,män,Antal,2018,6502.5
Kronobergs län,20-24 år,män,Antal,2019,6538.0
Kronobergs län,20-24 år,män,Antal,2020,6421.0
Kronobergs län,20-24 år,män,Antal,2021,6522.5
Kronobergs län,20-24 år,män,Antal,2022,6653.5
Kronobergs län,20-24 år,män,Antal,2023,6684.5
Kronobergs län,20-24 år,män,Antal,2024,6663.5
Kronobergs län,20-24 år,kvinnor,Antal,2008,5937.0
Kronobergs län,20-24 år,kvinnor,Antal,2009,6066.5
Kronobergs län,20-24 år,kvinnor,Antal,2010,6199.5
Kronobergs län,20-24 år,kvinnor,Antal,2011,6323.0
Kronobergs län,20-24 år,kvinnor,Antal,2012,6523.0
Kronobergs län,20-24 år,kvinnor,Antal,2013,6565.0
Kronobergs län,20-24 år,kvinnor,Antal,2014,6454.5
Kronobergs län,20-24 år,kvinnor,Antal,2015,6259.0
Kronobergs län,20-24 år,kvinnor,Antal,2016,6030.5
Kronobergs län,20-24 år,kvinnor,Antal,2017,5829.0
Kronobergs län,20-24 år,kvinnor,Antal,2018,5748.5
Kronobergs län,20-24 år,kvinnor,Antal,2019,5643.0
Kronobergs län,20-24 år,kvinnor,Antal,2020,5566.0
Kronobergs län,20-24 år,kvinnor,Antal,2021,5594.5
Kronobergs län,20-24 år,kvinnor,Antal,2022,5673.0
Kronobergs län,20-24 år,kvinnor,Antal,2023,5780.5
Kronobergs län,20-24 år,kvinnor,Antal,2024,5819.5
Kronobergs län,25-29 år,män,Antal,2008,5627.5
Kronobergs län,25-29 år,män,Antal,2009,5686.5
Kronobergs län,25-29 år,män,Antal,2010,5734.0
Kronobergs län,25-29 år,män,Antal,2011,5844.5
Kronobergs län,25-29 år,män,Antal,2012,5924.0
Kronobergs län,25-29 år,män,Antal,2013,6118.0
Kronobergs län,25-29 år,män,Antal,2014,6294.0
Kronobergs län,25-29 år,män,Antal,2015,6552.5
Kronobergs län,25-29 år,män,Antal,2016,6898.5
Kronobergs län,25-29 år,män,Antal,2017,7208.5
Kronobergs län,25-29 år,män,Antal,2018,7426.5
Kronobergs län,25-29 år,män,Antal,2019,7434.5
Kronobergs län,25-29 år,män,Antal,2020,7248.0
Kronobergs län,25-29 år,män,Antal,2021,6880.5
Kronobergs län,25-29 år,män,Antal,2022,6519.5
Kronobergs län,25-29 år,män,Antal,2023,6258.5
Kronobergs län,25-29 år,män,Antal,2024,6200.0
Kronobergs län,25-29 år,kvinnor,Antal,2008,5016.0
Kronobergs län,25-29 år,kvinnor,Antal,2009,5027.5
Kronobergs län,25-29 år,kvinnor,Antal,2010,5000.5
Kronobergs län,25-29 år,kvinnor,Antal,2011,5081.0
Kronobergs län,25-29 år,kvinnor,Antal,2012,5176.5
Kronobergs län,25-29 år,kvinnor,Antal,2013,5354.5
Kronobergs län,25-29 år,kvinnor,Antal,2014,5538.0
Kronobergs län,25-29 år,kvinnor,Antal,2015,5867.5
Kronobergs län,25-29 år,kvinnor,Antal,2016,6163.5
Kronobergs län,25-29 år,kvinnor,Antal,2017,6483.0
Kronobergs län,25-29 år,kvinnor,Antal,2018,6523.5
Kronobergs län,25-29 år,kvinnor,Antal,2019,6522.0
Kronobergs län,25-29 år,kvinnor,Antal,2020,6296.0
Kronobergs län,25-29 år,kvinnor,Antal,2021,5993.0
Kronobergs län,25-29 år,kvinnor,Antal,2022,5665.5
Kronobergs län,25-29 år,kvinnor,Antal,2023,5449.0
Kronobergs län,25-29 år,kvinnor,Antal,2024,5325.5
Kronobergs län,30-34 år,män,Antal,2008,5628.0
Kronobergs län,30-34 år,män,Antal,2009,5595.5
Kronobergs län,30-34 år,män,Antal,2010,5538.0
Kronobergs län,30-34 år,män,Antal,2011,5492.0
Kronobergs län,30-34 år,män,Antal,2012,5517.0
Kronobergs län,30-34 år,män,Antal,2013,5565.5
Kronobergs län,30-34 år,män,Antal,2014,5587.0
Kronobergs län,30-34 år,män,Antal,2015,5739.5
Kronobergs län,30-34 år,män,Antal,2016,5939.5
Kronobergs län,30-34 år,män,Antal,2017,6178.5
Kronobergs län,30-34 år,män,Antal,2018,6442.5
Kronobergs län,30-34 år,män,Antal,2019,6709.0
Kronobergs län,30-34 år,män,Antal,2020,6979.5
Kronobergs län,30-34 år,män,Antal,2021,7142.5
Kronobergs län,30-34 år,män,Antal,2022,7315.0
Kronobergs län,30-34 år,män,Antal,2023,7273.0
Kronobergs län,30-34 år,män,Antal,2024,7035.0
Kronobergs län,30-34 år,kvinnor,Antal,2008,4989.5
Kronobergs län,30-34 år,kvinnor,Antal,2009,4993.0
Kronobergs län,30-34 år,kvinnor,Antal,2010,5041.5
Kronobergs län,30-34 år,kvinnor,Antal,2011,5016.5
Kronobergs län,30-34 år,kvinnor,Antal,2012,5092.5
Kronobergs län,30-34 år,kvinnor,Antal,2013,5138.5
Kronobergs län,30-34 år,kvinnor,Antal,2014,5189.0
Kronobergs län,30-34 år,kvinnor,Antal,2015,5181.5
Kronobergs län,30-34 år,kvinnor,Antal,2016,5388.5
Kronobergs län,30-34 år,kvinnor,Antal,2017,5579.5
Kronobergs län,30-34 år,kvinnor,Antal,2018,5883.0
Kronobergs län,30-34 år,kvinnor,Antal,2019,6098.0
Kronobergs län,30-34 år,kvinnor,Antal,2020,6349.0
Kronobergs län,30-34 år,kvinnor,Antal,2021,6506.0
Kronobergs län,30-34 år,kvinnor,Antal,2022,6669.0
Kronobergs län,30-34 år,kvinnor,Antal,2023,6564.0
Kronobergs län,30-34 år,kvinnor,Antal,2024,6418.5
Kronobergs län,35-39 år,män,Antal,2008,5703.0
Kronobergs län,35-39 år,män,Antal,2009,5743.0
Kronobergs län,35-39 år,män,Antal,2010,5758.0
Kronobergs län,35-39 år,män,Antal,2011,5788.0
Kronobergs län,35-39 år,män,Antal,2012,5809.0
Kronobergs län,35-39 år,män,Antal,2013,5828.5
Kronobergs län,35-39 år,män,Antal,2014,5825.5
Kronobergs län,35-39 år,män,Antal,2015,5829.0
Kronobergs län,35-39 år,män,Antal,2016,5883.0
Kronobergs län,35-39 år,män,Antal,2017,5984.5
Kronobergs län,35-39 år,män,Antal,2018,6055.0
Kronobergs län,35-39 år,män,Antal,2019,6127.0
Kronobergs län,35-39 år,män,Antal,2020,6221.5
Kronobergs län,35-39 år,män,Antal,2021,6375.0
Kronobergs län,35-39 år,män,Antal,2022,6544.5
Kronobergs län,35-39 år,män,Antal,2023,6726.0
Kronobergs län,35-39 år,män,Antal,2024,6790.5
Kronobergs län,35-39 år,kvinnor,Antal,2008,5488.5
Kronobergs län,35-39 år,kvinnor,Antal,2009,5415.5
Kronobergs län,35-39 år,kvinnor,Antal,2010,5427.5
Kronobergs län,35-39 år,kvinnor,Antal,2011,5319.5
Kronobergs län,35-39 år,kvinnor,Antal,2012,5303.5
Kronobergs län,35-39 år,kvinnor,Antal,2013,5242.5
Kronobergs län,35-39 år,kvinnor,Antal,2014,5287.5
Kronobergs län,35-39 år,kvinnor,Antal,2015,5395.5
Kronobergs län,35-39 år,kvinnor,Antal,2016,5459.0
Kronobergs län,35-39 år,kvinnor,Antal,2017,5620.0
Kronobergs län,35-39 år,kvinnor,Antal,2018,5697.5
Kronobergs län,35-39 år,kvinnor,Antal,2019,5763.0
Kronobergs län,35-39 år,kvinnor,Antal,2020,5751.0
Kronobergs län,35-39 år,kvinnor,Antal,2021,5949.5
Kronobergs län,35-39 år,kvinnor,Antal,2022,6072.0
Kronobergs län,35-39 år,kvinnor,Antal,2023,6241.5
Kronobergs län,35-39 år,kvinnor,Antal,2024,6322.0
Kronobergs län,40-44 år,män,Antal,2008,6565.5
Kronobergs län,40-44 år,män,Antal,2009,6481.0
Kronobergs län,40-44 år,män,Antal,2010,6322.0
Kronobergs län,40-44 år,män,Antal,2011,6145.0
Kronobergs län,40-44 år,män,Antal,2012,5961.0
Kronobergs län,40-44 år,män,Antal,2013,5841.5
Kronobergs län,40-44 år,män,Antal,2014,5937.0
Kronobergs län,40-44 år,män,Antal,2015,6069.0
Kronobergs län,40-44 år,män,Antal,2016,6161.0
Kronobergs län,40-44 år,män,Antal,2017,6194.0
Kronobergs län,40-44 år,män,Antal,2018,6267.5
Kronobergs län,40-44 år,män,Antal,2019,6221.0
Kronobergs län,40-44 år,män,Antal,2020,6165.0
Kronobergs län,40-44 år,män,Antal,2021,6141.0
Kronobergs län,40-44 år,män,Antal,2022,6216.5
Kronobergs län,40-44 år,män,Antal,2023,6238.5
Kronobergs län,40-44 år,män,Antal,2024,6218.5
Kronobergs län,40-44 år,kvinnor,Antal,2008,6044.5
Kronobergs län,40-44 år,kvinnor,Antal,2009,6057.5
Kronobergs län,40-44 år,kvinnor,Antal,2010,5969.0
Kronobergs län,40-44 år,kvinnor,Antal,2011,5924.0
Kronobergs län,40-44 år,kvinnor,Antal,2012,5787.5
Kronobergs län,40-44 år,kvinnor,Antal,2013,5718.5
Kronobergs län,40-44 år,kvinnor,Antal,2014,5639.5
Kronobergs län,40-44 år,kvinnor,Antal,2015,5701.0
Kronobergs län,40-44 år,kvinnor,Antal,2016,5646.0
Kronobergs län,40-44 år,kvinnor,Antal,2017,5677.5
Kronobergs län,40-44 år,kvinnor,Antal,2018,5662.5
Kronobergs län,40-44 år,kvinnor,Antal,2019,5719.5
Kronobergs län,40-44 år,kvinnor,Antal,2020,5784.0
Kronobergs län,40-44 år,kvinnor,Antal,2021,5788.5
Kronobergs län,40-44 år,kvinnor,Antal,2022,5892.0
Kronobergs län,40-44 år,kvinnor,Antal,2023,5909.0
Kronobergs län,40-44 år,kvinnor,Antal,2024,5924.5
Kronobergs län,45-49 år,män,Antal,2008,5735.5
Kronobergs län,45-49 år,män,Antal,2009,5857.0
Kronobergs län,45-49 år,män,Antal,2010,6080.0
Kronobergs län,45-49 år,män,Antal,2011,6288.5
Kronobergs län,45-49 år,män,Antal,2012,6487.0
Kronobergs län,45-49 år,män,Antal,2013,6590.0
Kronobergs län,45-49 år,män,Antal,2014,6487.0
Kronobergs län,45-49 år,män,Antal,2015,6390.0
Kronobergs län,45-49 år,män,Antal,2016,6309.0
Kronobergs län,45-49 år,män,Antal,2017,6186.0
Kronobergs län,45-49 år,män,Antal,2018,6113.0
Kronobergs län,45-49 år,män,Antal,2019,6224.5
Kronobergs län,45-49 år,män,Antal,2020,6303.5
Kronobergs län,45-49 år,män,Antal,2021,6345.5
Kronobergs län,45-49 år,män,Antal,2022,6365.0
Kronobergs län,45-49 år,män,Antal,2023,6375.5
Kronobergs län,45-49 år,män,Antal,2024,6298.0
Kronobergs län,45-49 år,kvinnor,Antal,2008,5436.5
Kronobergs län,45-49 år,kvinnor,Antal,2009,5614.0
Kronobergs län,45-49 år,kvinnor,Antal,2010,5784.0
Kronobergs län,45-49 år,kvinnor,Antal,2011,5971.5
Kronobergs län,45-49 år,kvinnor,Antal,2012,6114.0
Kronobergs län,45-49 år,kvinnor,Antal,2013,6182.5
Kronobergs län,45-49 år,kvinnor,Antal,2014,6152.0
Kronobergs län,45-49 år,kvinnor,Antal,2015,6064.5
Kronobergs län,45-49 år,kvinnor,Antal,2016,6043.0
Kronobergs län,45-49 år,kvinnor,Antal,2017,5951.0
Kronobergs län,45-49 år,kvinnor,Antal,2018,5968.5
Kronobergs län,45-49 år,kvinnor,Antal,2019,5891.0
Kronobergs län,45-49 år,kvinnor,Antal,2020,5946.5
Kronobergs län,45-49 år,kvinnor,Antal,2021,5868.5
Kronobergs län,45-49 år,kvinnor,Antal,2022,5873.0
Kronobergs län,45-49 år,kvinnor,Antal,2023,5806.5
Kronobergs län,45-49 år,kvinnor,Antal,2024,5810.5
Kronobergs län,50-54 år,män,Antal,2008,5725.0
Kronobergs län,50-54 år,män,Antal,2009,5724.5
Kronobergs län,50-54 år,män,Antal,2010,5670.0
Kronobergs län,50-54 år,män,Antal,2011,5624.5
Kronobergs län,50-54 år,män,Antal,2012,5680.0
Kronobergs län,50-54 år,män,Antal,2013,5719.5
Kronobergs län,50-54 år,män,Antal,2014,5856.5
Kronobergs län,50-54 år,män,Antal,2015,6074.5
Kronobergs län,50-54 år,män,Antal,2016,6312.5
Kronobergs län,50-54 år,män,Antal,2017,6564.0
Kronobergs län,50-54 år,män,Antal,2018,6710.5
Kronobergs län,50-54 år,män,Antal,2019,6657.5
Kronobergs län,50-54 år,män,Antal,2020,6537.0
Kronobergs län,50-54 år,män,Antal,2021,6417.0
Kronobergs län,50-54 år,män,Antal,2022,6240.5
Kronobergs län,50-54 år,män,Antal,2023,6116.5
Kronobergs län,50-54 år,män,Antal,2024,6204.5
Kronobergs län,50-54 år,kvinnor,Antal,2008,5627.5
Kronobergs län,50-54 år,kvinnor,Antal,2009,5564.0
Kronobergs län,50-54 år,kvinnor,Antal,2010,5496.0
Kronobergs län,50-54 år,kvinnor,Antal,2011,5360.5
Kronobergs län,50-54 år,kvinnor,Antal,2012,5370.0
Kronobergs län,50-54 år,kvinnor,Antal,2013,5450.0
Kronobergs län,50-54 år,kvinnor,Antal,2014,5610.5
Kronobergs län,50-54 år,kvinnor,Antal,2015,5798.5
Kronobergs län,50-54 år,kvinnor,Antal,2016,5990.5
Kronobergs län,50-54 år,kvinnor,Antal,2017,6155.0
Kronobergs län,50-54 år,kvinnor,Antal,2018,6247.0
Kronobergs län,50-54 år,kvinnor,Antal,2019,6248.5
Kronobergs län,50-54 år,kvinnor,Antal,2020,6162.5
Kronobergs län,50-54 år,kvinnor,Antal,2021,6170.0
Kronobergs län,50-54 år,kvinnor,Antal,2022,6052.0
Kronobergs län,50-54 år,kvinnor,Antal,2023,6049.0
Kronobergs län,50-54 år,kvinnor,Antal,2024,5955.5
Kronobergs län,55-59 år,män,Antal,2008,6102.5
Kronobergs län,55-59 år,män,Antal,2009,5970.5
Kronobergs län,55-59 år,män,Antal,2010,5885.5
Kronobergs län,55-59 år,män,Antal,2011,5784.5
Kronobergs län,55-59 år,män,Antal,2012,5696.5
