region,arbetskraftstillhörighet,kön,tabellinnehåll,kvartal,DATA
Kronobergs län,arbetslösa,män,1000-tal,2021K2,
Kronobergs län,arbetslösa,män,1000-tal,2021K3,
Kronobergs län,arbetslösa,män,1000-tal,2021K4,
Kronobergs län,arbetslösa,män,1000-tal,2022K1,
Kronobergs län,arbetslösa,män,1000-tal,2022K2,
Kronobergs län,arbetslösa,män,1000-tal,2022K3,
Kronobergs län,arbetslösa,män,1000-tal,2022K4,
Kronobergs län,arbetslösa,män,1000-tal,2023K1,
Kronobergs län,arbetslösa,män,1000-tal,2023K2,
Kronobergs län,arbetslösa,män,1000-tal,2023K3,
Kronobergs län,arbetslösa,män,1000-tal,2023K4,
Kronobergs län,arbetslösa,män,1000-tal,2024K1,
Kronobergs län,arbetslösa,män,1000-tal,2024K2,
Kronobergs län,arbetslösa,män,1000-tal,2024K3,
Kronobergs län,arbetslösa,män,1000-tal,2024K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2008K1,2.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2008K2,2.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2008K3,3.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2008K4,2.9
Kronobergs län,arbetslösa,kvinnor,1000-tal,2009K1,4.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2009K2,4.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2009K3,3.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2009K4,2.8
Kronobergs län,arbetslösa,kvinnor,1000-tal,2010K1,4.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2010K2,3.7
Kronobergs län,arbetslösa,kvinnor,1000-tal,2010K3,4.2
Kronobergs län,arbetslösa,kvinnor,1000-tal,2010K4,2.8
Kronobergs län,arbetslösa,kvinnor,1000-tal,2011K1,3.8
Kronobergs län,arbetslösa,kvinnor,1000-tal,2011K2,4.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2011K3,3.6
Kronobergs län,arbetslösa,kvinnor,1000-tal,2011K4,3.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2012K1,3.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2012K2,2.6
Kronobergs län,arbetslösa,kvinnor,1000-tal,2012K3,3.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2012K4,3.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2013K1,4.0
Kronobergs län,arbetslösa,kvinnor,1000-tal,2013K2,3.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2013K3,2.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2013K4,2.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2014K1,3.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2014K2,3.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2014K3,3.2
Kronobergs län,arbetslösa,kvinnor,1000-tal,2014K4,3.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2015K1,3.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2015K2,3.1
Kronobergs län,arbetslösa,kvinnor,1000-tal,2015K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2015K4,3.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2016K1,3.6
Kronobergs län,arbetslösa,kvinnor,1000-tal,2016K2,2.9
Kronobergs län,arbetslösa,kvinnor,1000-tal,2016K3,4.3
Kronobergs län,arbetslösa,kvinnor,1000-tal,2016K4,3.4
Kronobergs län,arbetslösa,kvinnor,1000-tal,2017K1,2.5
Kronobergs län,arbetslösa,kvinnor,1000-tal,2017K2,3.0
Kronobergs län,arbetslösa,kvinnor,1000-tal,2017K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2017K4,3.3
Kronobergs län,arbetslösa,kvinnor,1000-tal,2018K1,3.9
Kronobergs län,arbetslösa,kvinnor,1000-tal,2018K2,4.2
Kronobergs län,arbetslösa,kvinnor,1000-tal,2018K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2018K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2019K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2019K2,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2019K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2019K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2020K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2020K2,4.7
Kronobergs län,arbetslösa,kvinnor,1000-tal,2020K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2020K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2021K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2021K2,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2021K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2021K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2022K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2022K2,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2022K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2022K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2023K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2023K2,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2023K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2023K4,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2024K1,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2024K2,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2024K3,
Kronobergs län,arbetslösa,kvinnor,1000-tal,2024K4,
Kronobergs län,arbetslösa,totalt,1000-tal,2008K1,4.4
Kronobergs län,arbetslösa,totalt,1000-tal,2008K2,3.8
Kronobergs län,arbetslösa,totalt,1000-tal,2008K3,5.0
Kronobergs län,arbetslösa,totalt,1000-tal,2008K4,5.2
Kronobergs län,arbetslösa,totalt,1000-tal,2009K1,7.8
Kronobergs län,arbetslösa,totalt,1000-tal,2009K2,10.3
Kronobergs län,arbetslösa,totalt,1000-tal,2009K3,7.0
Kronobergs län,arbetslösa,totalt,1000-tal,2009K4,6.6
Kronobergs län,arbetslösa,totalt,1000-tal,2010K1,8.3
Kronobergs län,arbetslösa,totalt,1000-tal,2010K2,8.3
Kronobergs län,arbetslösa,totalt,1000-tal,2010K3,7.9
Kronobergs län,arbetslösa,totalt,1000-tal,2010K4,6.3
Kronobergs län,arbetslösa,totalt,1000-tal,2011K1,6.9
Kronobergs län,arbetslösa,totalt,1000-tal,2011K2,7.8
Kronobergs län,arbetslösa,totalt,1000-tal,2011K3,6.5
Kronobergs län,arbetslösa,totalt,1000-tal,2011K4,6.2
Kronobergs län,arbetslösa,totalt,1000-tal,2012K1,7.5
Kronobergs län,arbetslösa,totalt,1000-tal,2012K2,6.7
Kronobergs län,arbetslösa,totalt,1000-tal,2012K3,7.2
Kronobergs län,arbetslösa,totalt,1000-tal,2012K4,6.8
Kronobergs län,arbetslösa,totalt,1000-tal,2013K1,7.0
Kronobergs län,arbetslösa,totalt,1000-tal,2013K2,7.7
Kronobergs län,arbetslösa,totalt,1000-tal,2013K3,6.2
Kronobergs län,arbetslösa,totalt,1000-tal,2013K4,6.6
Kronobergs län,arbetslösa,totalt,1000-tal,2014K1,8.6
Kronobergs län,arbetslösa,totalt,1000-tal,2014K2,8.1
Kronobergs län,arbetslösa,totalt,1000-tal,2014K3,6.8
Kronobergs län,arbetslösa,totalt,1000-tal,2014K4,7.0
Kronobergs län,arbetslösa,totalt,1000-tal,2015K1,7.9
Kronobergs län,arbetslösa,totalt,1000-tal,2015K2,8.0
Kronobergs län,arbetslösa,totalt,1000-tal,2015K3,5.7
Kronobergs län,arbetslösa,totalt,1000-tal,2015K4,6.9
Kronobergs län,arbetslösa,totalt,1000-tal,2016K1,7.4
Kronobergs län,arbetslösa,totalt,1000-tal,2016K2,7.7
Kronobergs län,arbetslösa,totalt,1000-tal,2016K3,8.1
Kronobergs län,arbetslösa,totalt,1000-tal,2016K4,8.3
Kronobergs län,arbetslösa,totalt,1000-tal,2017K1,7.0
Kronobergs län,arbetslösa,totalt,1000-tal,2017K2,6.8
Kronobergs län,arbetslösa,totalt,1000-tal,2017K3,5.9
Kronobergs län,arbetslösa,totalt,1000-tal,2017K4,6.6
Kronobergs län,arbetslösa,totalt,1000-tal,2018K1,7.1
Kronobergs län,arbetslösa,totalt,1000-tal,2018K2,9.9
Kronobergs län,arbetslösa,totalt,1000-tal,2018K3,7.2
Kronobergs län,arbetslösa,totalt,1000-tal,2018K4,6.4
Kronobergs län,arbetslösa,totalt,1000-tal,2019K1,10.9
Kronobergs län,arbetslösa,totalt,1000-tal,2019K2,10.0
Kronobergs län,arbetslösa,totalt,1000-tal,2019K3,7.5
Kronobergs län,arbetslösa,totalt,1000-tal,2019K4,8.1
Kronobergs län,arbetslösa,totalt,1000-tal,2020K1,10.6
Kronobergs län,arbetslösa,totalt,1000-tal,2020K2,11.5
Kronobergs län,arbetslösa,totalt,1000-tal,2020K3,8.7
Kronobergs län,arbetslösa,totalt,1000-tal,2020K4,8.3
Kronobergs län,arbetslösa,totalt,1000-tal,2021K1,7.7
Kronobergs län,arbetslösa,totalt,1000-tal,2021K2,8.4
Kronobergs län,arbetslösa,totalt,1000-tal,2021K3,
Kronobergs län,arbetslösa,totalt,1000-tal,2021K4,8.7
Kronobergs län,arbetslösa,totalt,1000-tal,2022K1,
Kronobergs län,arbetslösa,totalt,1000-tal,2022K2,
Kronobergs län,arbetslösa,totalt,1000-tal,2022K3,8.2
Kronobergs län,arbetslösa,totalt,1000-tal,2022K4,
Kronobergs län,arbetslösa,totalt,1000-tal,2023K1,
Kronobergs län,arbetslösa,totalt,1000-tal,2023K2,10.3
Kronobergs län,arbetslösa,totalt,1000-tal,2023K3,7.1
Kronobergs län,arbetslösa,totalt,1000-tal,2023K4,5.9
Kronobergs län,arbetslösa,totalt,1000-tal,2024K1,7.8
Kronobergs län,arbetslösa,totalt,1000-tal,2024K2,8.8
Kronobergs län,arbetslösa,totalt,1000-tal,2024K3,7.5
Kronobergs län,arbetslösa,totalt,1000-tal,2024K4,6.5
Kalmar län,arbetslösa,män,1000-tal,2008K1,3.1
Kalmar län,arbetslösa,män,1000-tal,2008K2,3.7
Kalmar län,arbetslösa,män,1000-tal,2008K3,2.5
Kalmar län,arbetslösa,män,1000-tal,2008K4,3.4
Kalmar län,arbetslösa,män,1000-tal,2009K1,5.6
Kalmar län,arbetslösa,män,1000-tal,2009K2,6.2
Kalmar län,arbetslösa,män,1000-tal,2009K3,6.4
Kalmar län,arbetslösa,män,1000-tal,2009K4,6.7
Kalmar län,arbetslösa,män,1000-tal,2010K1,8.2
Kalmar län,arbetslösa,män,1000-tal,2010K2,6.2
Kalmar län,arbetslösa,män,1000-tal,2010K3,4.7
Kalmar län,arbetslösa,män,1000-tal,2010K4,4.0
Kalmar län,arbetslösa,män,1000-tal,2011K1,5.3
Kalmar län,arbetslösa,män,1000-tal,2011K2,5.0
Kalmar län,arbetslösa,män,1000-tal,2011K3,4.7
Kalmar län,arbetslösa,män,1000-tal,2011K4,5.6
Kalmar län,arbetslösa,män,1000-tal,2012K1,5.5
Kalmar län,arbetslösa,män,1000-tal,2012K2,6.2
Kalmar län,arbetslösa,män,1000-tal,2012K3,4.6
Kalmar län,arbetslösa,män,1000-tal,2012K4,5.1
Kalmar län,arbetslösa,män,1000-tal,2013K1,5.0
Kalmar län,arbetslösa,män,1000-tal,2013K2,7.1
Kalmar län,arbetslösa,män,1000-tal,2013K3,4.0
Kalmar län,arbetslösa,män,1000-tal,2013K4,3.6
Kalmar län,arbetslösa,män,1000-tal,2014K1,5.2
Kalmar län,arbetslösa,män,1000-tal,2014K2,4.5
Kalmar län,arbetslösa,män,1000-tal,2014K3,4.4
Kalmar län,arbetslösa,män,1000-tal,2014K4,2.9
Kalmar län,arbetslösa,män,1000-tal,2015K1,4.1
Kalmar län,arbetslösa,män,1000-tal,2015K2,5.6
Kalmar län,arbetslösa,män,1000-tal,2015K3,3.6
Kalmar län,arbetslösa,män,1000-tal,2015K4,3.8
Kalmar län,arbetslösa,män,1000-tal,2016K1,6.1
Kalmar län,arbetslösa,män,1000-tal,2016K2,5.0
Kalmar län,arbetslösa,män,1000-tal,2016K3,
Kalmar län,arbetslösa,män,1000-tal,2016K4,3.7
Kalmar län,arbetslösa,män,1000-tal,2017K1,4.2
Kalmar län,arbetslösa,män,1000-tal,2017K2,4.0
Kalmar län,arbetslösa,män,1000-tal,2017K3,3.3
Kalmar län,arbetslösa,män,1000-tal,2017K4,3.9
Kalmar län,arbetslösa,män,1000-tal,2018K1,3.8
Kalmar län,arbetslösa,män,1000-tal,2018K2,3.7
Kalmar län,arbetslösa,män,1000-tal,2018K3,
Kalmar län,arbetslösa,män,1000-tal,2018K4,
Kalmar län,arbetslösa,män,1000-tal,2019K1,
Kalmar län,arbetslösa,män,1000-tal,2019K2,
Kalmar län,arbetslösa,män,1000-tal,2019K3,
Kalmar län,arbetslösa,män,1000-tal,2019K4,
Kalmar län,arbetslösa,män,1000-tal,2020K1,
Kalmar län,arbetslösa,män,1000-tal,2020K2,6.2
Kalmar län,arbetslösa,män,1000-tal,2020K3,
Kalmar län,arbetslösa,män,1000-tal,2020K4,
Kalmar län,arbetslösa,män,1000-tal,2021K1,
Kalmar län,arbetslösa,män,1000-tal,2021K2,7.1
Kalmar län,arbetslösa,män,1000-tal,2021K3,
Kalmar län,arbetslösa,män,1000-tal,2021K4,
Kalmar län,arbetslösa,män,1000-tal,2022K1,
Kalmar län,arbetslösa,män,1000-tal,2022K2,
Kalmar län,arbetslösa,män,1000-tal,2022K3,
Kalmar län,arbetslösa,män,1000-tal,2022K4,
Kalmar län,arbetslösa,män,1000-tal,2023K1,
Kalmar län,arbetslösa,män,1000-tal,2023K2,
Kalmar län,arbetslösa,män,1000-tal,2023K3,
Kalmar län,arbetslösa,män,1000-tal,2023K4,
Kalmar län,arbetslösa,män,1000-tal,2024K1,
Kalmar län,arbetslösa,män,1000-tal,2024K2,
Kalmar län,arbetslösa,män,1000-tal,2024K3,
Kalmar län,arbetslösa,män,1000-tal,2024K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2008K1,3.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2008K2,2.8
Kalmar län,arbetslösa,kvinnor,1000-tal,2008K3,3.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2008K4,4.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2009K1,5.0
Kalmar län,arbetslösa,kvinnor,1000-tal,2009K2,4.8
Kalmar län,arbetslösa,kvinnor,1000-tal,2009K3,4.0
Kalmar län,arbetslösa,kvinnor,1000-tal,2009K4,4.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2010K1,5.3
Kalmar län,arbetslösa,kvinnor,1000-tal,2010K2,5.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2010K3,3.5
Kalmar län,arbetslösa,kvinnor,1000-tal,2010K4,3.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2011K1,5.1
Kalmar län,arbetslösa,kvinnor,1000-tal,2011K2,5.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2011K3,3.5
Kalmar län,arbetslösa,kvinnor,1000-tal,2011K4,3.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2012K1,5.4
Kalmar län,arbetslösa,kvinnor,1000-tal,2012K2,5.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2012K3,4.3
Kalmar län,arbetslösa,kvinnor,1000-tal,2012K4,3.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2013K1,4.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2013K2,3.5
Kalmar län,arbetslösa,kvinnor,1000-tal,2013K3,2.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2013K4,3.4
Kalmar län,arbetslösa,kvinnor,1000-tal,2014K1,4.1
Kalmar län,arbetslösa,kvinnor,1000-tal,2014K2,4.7
Kalmar län,arbetslösa,kvinnor,1000-tal,2014K3,3.9
Kalmar län,arbetslösa,kvinnor,1000-tal,2014K4,3.1
Kalmar län,arbetslösa,kvinnor,1000-tal,2015K1,3.3
Kalmar län,arbetslösa,kvinnor,1000-tal,2015K2,4.1
Kalmar län,arbetslösa,kvinnor,1000-tal,2015K3,2.3
Kalmar län,arbetslösa,kvinnor,1000-tal,2015K4,3.5
Kalmar län,arbetslösa,kvinnor,1000-tal,2016K1,3.2
Kalmar län,arbetslösa,kvinnor,1000-tal,2016K2,3.8
Kalmar län,arbetslösa,kvinnor,1000-tal,2016K3,2.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2016K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2017K1,4.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2017K2,3.4
Kalmar län,arbetslösa,kvinnor,1000-tal,2017K3,3.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2017K4,4.6
Kalmar län,arbetslösa,kvinnor,1000-tal,2018K1,4.4
Kalmar län,arbetslösa,kvinnor,1000-tal,2018K2,4.4
Kalmar län,arbetslösa,kvinnor,1000-tal,2018K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2018K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2019K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2019K2,
Kalmar län,arbetslösa,kvinnor,1000-tal,2019K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2019K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2020K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2020K2,6.1
Kalmar län,arbetslösa,kvinnor,1000-tal,2020K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2020K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2021K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2021K2,
Kalmar län,arbetslösa,kvinnor,1000-tal,2021K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2021K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2022K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2022K2,
Kalmar län,arbetslösa,kvinnor,1000-tal,2022K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2022K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2023K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2023K2,
Kalmar län,arbetslösa,kvinnor,1000-tal,2023K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2023K4,
Kalmar län,arbetslösa,kvinnor,1000-tal,2024K1,
Kalmar län,arbetslösa,kvinnor,1000-tal,2024K2,
Kalmar län,arbetslösa,kvinnor,1000-tal,2024K3,
Kalmar län,arbetslösa,kvinnor,1000-tal,2024K4,
Kalmar län,arbetslösa,totalt,1000-tal,2008K1,6.7
Kalmar län,arbetslösa,totalt,1000-tal,2008K2,6.5
Kalmar län,arbetslösa,totalt,1000-tal,2008K3,6.4
Kalmar län,arbetslösa,totalt,1000-tal,2008K4,7.6
Kalmar län,arbetslösa,totalt,1000-tal,2009K1,10.7
Kalmar län,arbetslösa,totalt,1000-tal,2009K2,11.0
Kalmar län,arbetslösa,totalt,1000-tal,2009K3,10.4
Kalmar län,arbetslösa,totalt,1000-tal,2009K4,10.9
Kalmar län,arbetslösa,totalt,1000-tal,2010K1,13.5
Kalmar län,arbetslösa,totalt,1000-tal,2010K2,11.3
Kalmar län,arbetslösa,totalt,1000-tal,2010K3,8.2
Kalmar län,arbetslösa,totalt,1000-tal,2010K4,7.9
Kalmar län,arbetslösa,totalt,1000-tal,2011K1,10.4
Kalmar län,arbetslösa,totalt,1000-tal,2011K2,10.2
Kalmar län,arbetslösa,totalt,1000-tal,2011K3,8.2
Kalmar län,arbetslösa,totalt,1000-tal,2011K4,9.5
Kalmar län,arbetslösa,totalt,1000-tal,2012K1,10.9
Kalmar län,arbetslösa,totalt,1000-tal,2012K2,11.4
Kalmar län,arbetslösa,totalt,1000-tal,2012K3,8.9
Kalmar län,arbetslösa,totalt,1000-tal,2012K4,8.7
Kalmar län,arbetslösa,totalt,1000-tal,2013K1,9.9
Kalmar län,arbetslösa,totalt,1000-tal,2013K2,10.6
Kalmar län,arbetslösa,totalt,1000-tal,2013K3,6.9
Kalmar län,arbetslösa,totalt,1000-tal,2013K4,7.0
Kalmar län,arbetslösa,totalt,1000-tal,2014K1,9.3
Kalmar län,arbetslösa,totalt,1000-tal,2014K2,9.2
Kalmar län,arbetslösa,totalt,1000-tal,2014K3,8.3
Kalmar län,arbetslösa,totalt,1000-tal,2014K4,6.0
Kalmar län,arbetslösa,totalt,1000-tal,2015K1,7.4
Kalmar län,arbetslösa,totalt,1000-tal,2015K2,9.7
Kalmar län,arbetslösa,totalt,1000-tal,2015K3,5.9
Kalmar län,arbetslösa,totalt,1000-tal,2015K4,7.3
Kalmar län,arbetslösa,totalt,1000-tal,2016K1,9.3
Kalmar län,arbetslösa,totalt,1000-tal,2016K2,8.7
Kalmar län,arbetslösa,totalt,1000-tal,2016K3,4.7
Kalmar län,arbetslösa,totalt,1000-tal,2016K4,6.3
Kalmar län,arbetslösa,totalt,1000-tal,2017K1,8.8
Kalmar län,arbetslösa,totalt,1000-tal,2017K2,7.4
Kalmar län,arbetslösa,totalt,1000-tal,2017K3,6.9
Kalmar län,arbetslösa,totalt,1000-tal,2017K4,8.5
Kalmar län,arbetslösa,totalt,1000-tal,2018K1,8.1
Kalmar län,arbetslösa,totalt,1000-tal,2018K2,8.1
Kalmar län,arbetslösa,totalt,1000-tal,2018K3,
Kalmar län,arbetslösa,totalt,1000-tal,2018K4,
Kalmar län,arbetslösa,totalt,1000-tal,2019K1,8.7
Kalmar län,arbetslösa,totalt,1000-tal,2019K2,7.4
Kalmar län,arbetslösa,totalt,1000-tal,2019K3,7.3
Kalmar län,arbetslösa,totalt,1000-tal,2019K4,6.5
Kalmar län,arbetslösa,totalt,1000-tal,2020K1,8.5
Kalmar län,arbetslösa,totalt,1000-tal,2020K2,12.4
Kalmar län,arbetslösa,totalt,1000-tal,2020K3,9.1
Kalmar län,arbetslösa,totalt,1000-tal,2020K4,10.7
Kalmar län,arbetslösa,totalt,1000-tal,2021K1,11.3
Kalmar län,arbetslösa,totalt,1000-tal,2021K2,13.0
Kalmar län,arbetslösa,totalt,1000-tal,2021K3,8.1
Kalmar län,arbetslösa,totalt,1000-tal,2021K4,8.1
Kalmar län,arbetslösa,totalt,1000-tal,2022K1,7.5
Kalmar län,arbetslösa,totalt,1000-tal,2022K2,12.5
Kalmar län,arbetslösa,totalt,1000-tal,2022K3,
Kalmar län,arbetslösa,totalt,1000-tal,2022K4,
Kalmar län,arbetslösa,totalt,1000-tal,2023K1,8.2
Kalmar län,arbetslösa,totalt,1000-tal,2023K2,8.7
Kalmar län,arbetslösa,totalt,1000-tal,2023K3,10.8
Kalmar län,arbetslösa,totalt,1000-tal,2023K4,9.2
Kalmar län,arbetslösa,totalt,1000-tal,2024K1,11.9
Kalmar län,arbetslösa,totalt,1000-tal,2024K2,12.7
Kalmar län,arbetslösa,totalt,1000-tal,2024K3,
Kalmar län,arbetslösa,totalt,1000-tal,2024K4,
Gotlands län,arbetslösa,män,1000-tal,2008K1,
Gotlands län,arbetslösa,män,1000-tal,2008K2,
Gotlands län,arbetslösa,män,1000-tal,2008K3,
Gotlands län,arbetslösa,män,1000-tal,2008K4,
Gotlands län,arbetslösa,män,1000-tal,2009K1,2.3
Gotlands län,arbetslösa,män,1000-tal,2009K2,
Gotlands län,arbetslösa,män,1000-tal,2009K3,
Gotlands län,arbetslösa,män,1000-tal,2009K4,
Gotlands län,arbetslösa,män,1000-tal,2010K1,1.5
Gotlands län,arbetslösa,män,1000-tal,2010K2,
Gotlands län,arbetslösa,män,1000-tal,2010K3,
Gotlands län,arbetslösa,män,1000-tal,2010K4,1.7
Gotlands län,arbetslösa,män,1000-tal,2011K1,
Gotlands län,arbetslösa,män,1000-tal,2011K2,
Gotlands län,arbetslösa,män,1000-tal,2011K3,
Gotlands län,arbetslösa,män,1000-tal,2011K4,
Gotlands län,arbetslösa,män,1000-tal,2012K1,
Gotlands län,arbetslösa,män,1000-tal,2012K2,1.5
Gotlands län,arbetslösa,män,1000-tal,2012K3,
Gotlands län,arbetslösa,män,1000-tal,2012K4,
Gotlands län,arbetslösa,män,1000-tal,2013K1,
Gotlands län,arbetslösa,män,1000-tal,2013K2,
Gotlands län,arbetslösa,män,1000-tal,2013K3,
Gotlands län,arbetslösa,män,1000-tal,2013K4,
Gotlands län,arbetslösa,män,1000-tal,2014K1,
Gotlands län,arbetslösa,män,1000-tal,2014K2,
Gotlands län,arbetslösa,män,1000-tal,2014K3,
Gotlands län,arbetslösa,män,1000-tal,2014K4,
Gotlands län,arbetslösa,män,1000-tal,2015K1,
Gotlands län,arbetslösa,män,1000-tal,2015K2,
Gotlands län,arbetslösa,män,1000-tal,2015K3,
Gotlands län,arbetslösa,män,1000-tal,2015K4,
Gotlands län,arbetslösa,män,1000-tal,2016K1,
Gotlands län,arbetslösa,män,1000-tal,2016K2,
Gotlands län,arbetslösa,män,1000-tal,2016K3,
Gotlands län,arbetslösa,män,1000-tal,2016K4,
Gotlands län,arbetslösa,män,1000-tal,2017K1,
Gotlands län,arbetslösa,män,1000-tal,2017K2,
Gotlands län,arbetslösa,män,1000-tal,2017K3,
Gotlands län,arbetslösa,män,1000-tal,2017K4,
Gotlands län,arbetslösa,män,1000-tal,2018K1,
Gotlands län,arbetslösa,män,1000-tal,2018K2,
Gotlands län,arbetslösa,män,1000-tal,2018K3,
Gotlands län,arbetslösa,män,1000-tal,2018K4,
Gotlands län,arbetslösa,män,1000-tal,2019K1,
Gotlands län,arbetslösa,män,1000-tal,2019K2,
Gotlands län,arbetslösa,män,1000-tal,2019K3,
Gotlands län,arbetslösa,män,1000-tal,2019K4,
Gotlands län,arbetslösa,män,1000-tal,2020K1,
Gotlands län,arbetslösa,män,1000-tal,2020K2,
Gotlands län,arbetslösa,män,1000-tal,2020K3,
Gotlands län,arbetslösa,män,1000-tal,2020K4,
Gotlands län,arbetslösa,män,1000-tal,2021K1,
Gotlands län,arbetslösa,män,1000-tal,2021K2,
Gotlands län,arbetslösa,män,1000-tal,2021K3,
Gotlands län,arbetslösa,män,1000-tal,2021K4,
Gotlands län,arbetslösa,män,1000-tal,2022K1,
Gotlands län,arbetslösa,män,1000-tal,2022K2,
Gotlands län,arbetslösa,män,1000-tal,2022K3,
Gotlands län,arbetslösa,män,1000-tal,2022K4,
Gotlands län,arbetslösa,män,1000-tal,2023K1,
Gotlands län,arbetslösa,män,1000-tal,2023K2,
Gotlands län,arbetslösa,män,1000-tal,2023K3,
Gotlands län,arbetslösa,män,1000-tal,2023K4,
Gotlands län,arbetslösa,män,1000-tal,2024K1,
Gotlands län,arbetslösa,män,1000-tal,2024K2,
Gotlands län,arbetslösa,män,1000-tal,2024K3,
Gotlands län,arbetslösa,män,1000-tal,2024K4,
Gotlands län,arbetslösa,kvinnor,1000-tal,2008K1,
Gotlands län,arbetslösa,kvinnor,1000-tal,2008K2,
Gotlands län,arbetslösa,kvinnor,1000-tal,2008K3,
Gotlands län,arbetslösa,kvinnor,1000-tal,2008K4,
Gotlands län,arbetslösa,kvinnor,1000-tal,2009K1,
Gotlands län,arbetslösa,kvinnor,1000-tal,2009K2,
Gotlands län,arbetslösa,kvinnor,1000-tal,2009K3,
Gotlands län,arbetslösa,kvinnor,1000-tal,2009K4,
Gotlands län,arbetslösa,kvinnor,1000-tal,2010K1,1.6
Gotlands län,arbetslösa,kvinnor,1000-tal,2010K2,
Gotlands län,arbetslösa,kvinnor,1000-tal,2010K3,
Gotlands län,arbetslösa,kvinnor,1000-tal,2010K4,
