region,arbetskraftstillhörighet,kön,tabellinnehåll,kvartal,DATA
Södermanlands län,arbetslösa,män,1000-tal,2012K2,6.9
Södermanlands län,arbetslösa,män,1000-tal,2012K3,7.4
Södermanlands län,arbetslösa,män,1000-tal,2012K4,7.9
Södermanlands län,arbetslösa,män,1000-tal,2013K1,8.8
Södermanlands län,arbetslösa,män,1000-tal,2013K2,8.9
Södermanlands län,arbetslösa,män,1000-tal,2013K3,6.5
Södermanlands län,arbetslösa,män,1000-tal,2013K4,6.2
Södermanlands län,arbetslösa,män,1000-tal,2014K1,7.1
Södermanlands län,arbetslösa,män,1000-tal,2014K2,8.1
Södermanlands län,arbetslösa,män,1000-tal,2014K3,5.7
Södermanlands län,arbetslösa,män,1000-tal,2014K4,6.6
Södermanlands län,arbetslösa,män,1000-tal,2015K1,7.7
Södermanlands län,arbetslösa,män,1000-tal,2015K2,6.7
Södermanlands län,arbetslösa,män,1000-tal,2015K3,5.4
Södermanlands län,arbetslösa,män,1000-tal,2015K4,5.4
Södermanlands län,arbetslösa,män,1000-tal,2016K1,6.9
Södermanlands län,arbetslösa,män,1000-tal,2016K2,7.9
Södermanlands län,arbetslösa,män,1000-tal,2016K3,7.2
Södermanlands län,arbetslösa,män,1000-tal,2016K4,9.3
Södermanlands län,arbetslösa,män,1000-tal,2017K1,7.7
Södermanlands län,arbetslösa,män,1000-tal,2017K2,7.7
Södermanlands län,arbetslösa,män,1000-tal,2017K3,7.0
Södermanlands län,arbetslösa,män,1000-tal,2017K4,6.1
Södermanlands län,arbetslösa,män,1000-tal,2018K1,6.7
Södermanlands län,arbetslösa,män,1000-tal,2018K2,6.5
Södermanlands län,arbetslösa,män,1000-tal,2018K3,5.8
Södermanlands län,arbetslösa,män,1000-tal,2018K4,
Södermanlands län,arbetslösa,män,1000-tal,2019K1,6.8
Södermanlands län,arbetslösa,män,1000-tal,2019K2,5.2
Södermanlands län,arbetslösa,män,1000-tal,2019K3,5.8
Södermanlands län,arbetslösa,män,1000-tal,2019K4,4.6
Södermanlands län,arbetslösa,män,1000-tal,2020K1,8.5
Södermanlands län,arbetslösa,män,1000-tal,2020K2,11.0
Södermanlands län,arbetslösa,män,1000-tal,2020K3,11.6
Södermanlands län,arbetslösa,män,1000-tal,2020K4,8.9
Södermanlands län,arbetslösa,män,1000-tal,2021K1,
Södermanlands län,arbetslösa,män,1000-tal,2021K2,
Södermanlands län,arbetslösa,män,1000-tal,2021K3,
Södermanlands län,arbetslösa,män,1000-tal,2021K4,
Södermanlands län,arbetslösa,män,1000-tal,2022K1,11.9
Södermanlands län,arbetslösa,män,1000-tal,2022K2,10.5
Södermanlands län,arbetslösa,män,1000-tal,2022K3,
Södermanlands län,arbetslösa,män,1000-tal,2022K4,
Södermanlands län,arbetslösa,män,1000-tal,2023K1,
Södermanlands län,arbetslösa,män,1000-tal,2023K2,
Södermanlands län,arbetslösa,män,1000-tal,2023K3,
Södermanlands län,arbetslösa,män,1000-tal,2023K4,
Södermanlands län,arbetslösa,män,1000-tal,2024K1,
Södermanlands län,arbetslösa,män,1000-tal,2024K2,
Södermanlands län,arbetslösa,män,1000-tal,2024K3,
Södermanlands län,arbetslösa,män,1000-tal,2024K4,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2008K1,4.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2008K2,4.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2008K3,5.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2008K4,5.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2009K1,5.9
Södermanlands län,arbetslösa,kvinnor,1000-tal,2009K2,6.3
Södermanlands län,arbetslösa,kvinnor,1000-tal,2009K3,4.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2009K4,7.0
Södermanlands län,arbetslösa,kvinnor,1000-tal,2010K1,6.9
Södermanlands län,arbetslösa,kvinnor,1000-tal,2010K2,6.7
Södermanlands län,arbetslösa,kvinnor,1000-tal,2010K3,5.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2010K4,5.3
Södermanlands län,arbetslösa,kvinnor,1000-tal,2011K1,6.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2011K2,7.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2011K3,5.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2011K4,5.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2012K1,6.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2012K2,6.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2012K3,5.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2012K4,5.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2013K1,6.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2013K2,7.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2013K3,5.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2013K4,4.8
Södermanlands län,arbetslösa,kvinnor,1000-tal,2014K1,6.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2014K2,5.3
Södermanlands län,arbetslösa,kvinnor,1000-tal,2014K3,5.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2014K4,5.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2015K1,3.8
Södermanlands län,arbetslösa,kvinnor,1000-tal,2015K2,4.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2015K3,4.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2015K4,6.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2016K1,6.0
Södermanlands län,arbetslösa,kvinnor,1000-tal,2016K2,6.4
Södermanlands län,arbetslösa,kvinnor,1000-tal,2016K3,4.3
Södermanlands län,arbetslösa,kvinnor,1000-tal,2016K4,6.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2017K1,7.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2017K2,7.1
Södermanlands län,arbetslösa,kvinnor,1000-tal,2017K3,7.8
Södermanlands län,arbetslösa,kvinnor,1000-tal,2017K4,6.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2018K1,8.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2018K2,5.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2018K3,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2018K4,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2019K1,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2019K2,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2019K3,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2019K4,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2020K1,6.8
Södermanlands län,arbetslösa,kvinnor,1000-tal,2020K2,9.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2020K3,9.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2020K4,8.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2021K1,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2021K2,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2021K3,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2021K4,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2022K1,13.5
Södermanlands län,arbetslösa,kvinnor,1000-tal,2022K2,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2022K3,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2022K4,11.0
Södermanlands län,arbetslösa,kvinnor,1000-tal,2023K1,10.2
Södermanlands län,arbetslösa,kvinnor,1000-tal,2023K2,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2023K3,8.6
Södermanlands län,arbetslösa,kvinnor,1000-tal,2023K4,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2024K1,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2024K2,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2024K3,
Södermanlands län,arbetslösa,kvinnor,1000-tal,2024K4,
Södermanlands län,arbetslösa,totalt,1000-tal,2008K1,6.8
Södermanlands län,arbetslösa,totalt,1000-tal,2008K2,7.6
Södermanlands län,arbetslösa,totalt,1000-tal,2008K3,10.0
Södermanlands län,arbetslösa,totalt,1000-tal,2008K4,9.7
Södermanlands län,arbetslösa,totalt,1000-tal,2009K1,10.2
Södermanlands län,arbetslösa,totalt,1000-tal,2009K2,12.7
Södermanlands län,arbetslösa,totalt,1000-tal,2009K3,11.5
Södermanlands län,arbetslösa,totalt,1000-tal,2009K4,14.3
Södermanlands län,arbetslösa,totalt,1000-tal,2010K1,13.8
Södermanlands län,arbetslösa,totalt,1000-tal,2010K2,14.0
Södermanlands län,arbetslösa,totalt,1000-tal,2010K3,12.4
Södermanlands län,arbetslösa,totalt,1000-tal,2010K4,11.1
Södermanlands län,arbetslösa,totalt,1000-tal,2011K1,13.3
Södermanlands län,arbetslösa,totalt,1000-tal,2011K2,12.8
Södermanlands län,arbetslösa,totalt,1000-tal,2011K3,11.1
Södermanlands län,arbetslösa,totalt,1000-tal,2011K4,11.9
Södermanlands län,arbetslösa,totalt,1000-tal,2012K1,13.9
Södermanlands län,arbetslösa,totalt,1000-tal,2012K2,12.9
Södermanlands län,arbetslösa,totalt,1000-tal,2012K3,13.0
Södermanlands län,arbetslösa,totalt,1000-tal,2012K4,13.4
Södermanlands län,arbetslösa,totalt,1000-tal,2013K1,15.0
Södermanlands län,arbetslösa,totalt,1000-tal,2013K2,16.1
Södermanlands län,arbetslösa,totalt,1000-tal,2013K3,11.9
Södermanlands län,arbetslösa,totalt,1000-tal,2013K4,10.9
Södermanlands län,arbetslösa,totalt,1000-tal,2014K1,13.5
Södermanlands län,arbetslösa,totalt,1000-tal,2014K2,13.4
Södermanlands län,arbetslösa,totalt,1000-tal,2014K3,10.8
Södermanlands län,arbetslösa,totalt,1000-tal,2014K4,11.7
Södermanlands län,arbetslösa,totalt,1000-tal,2015K1,11.5
Södermanlands län,arbetslösa,totalt,1000-tal,2015K2,10.8
Södermanlands län,arbetslösa,totalt,1000-tal,2015K3,9.5
Södermanlands län,arbetslösa,totalt,1000-tal,2015K4,11.8
Södermanlands län,arbetslösa,totalt,1000-tal,2016K1,12.9
Södermanlands län,arbetslösa,totalt,1000-tal,2016K2,14.3
Södermanlands län,arbetslösa,totalt,1000-tal,2016K3,11.5
Södermanlands län,arbetslösa,totalt,1000-tal,2016K4,15.9
Södermanlands län,arbetslösa,totalt,1000-tal,2017K1,14.9
Södermanlands län,arbetslösa,totalt,1000-tal,2017K2,14.9
Södermanlands län,arbetslösa,totalt,1000-tal,2017K3,14.7
Södermanlands län,arbetslösa,totalt,1000-tal,2017K4,12.3
Södermanlands län,arbetslösa,totalt,1000-tal,2018K1,15.1
Södermanlands län,arbetslösa,totalt,1000-tal,2018K2,12.1
Södermanlands län,arbetslösa,totalt,1000-tal,2018K3,9.8
Södermanlands län,arbetslösa,totalt,1000-tal,2018K4,9.2
Södermanlands län,arbetslösa,totalt,1000-tal,2019K1,13.1
Södermanlands län,arbetslösa,totalt,1000-tal,2019K2,10.0
Södermanlands län,arbetslösa,totalt,1000-tal,2019K3,9.6
Södermanlands län,arbetslösa,totalt,1000-tal,2019K4,10.8
Södermanlands län,arbetslösa,totalt,1000-tal,2020K1,15.3
Södermanlands län,arbetslösa,totalt,1000-tal,2020K2,20.2
Södermanlands län,arbetslösa,totalt,1000-tal,2020K3,21.2
Södermanlands län,arbetslösa,totalt,1000-tal,2020K4,17.2
Södermanlands län,arbetslösa,totalt,1000-tal,2021K1,18.6
Södermanlands län,arbetslösa,totalt,1000-tal,2021K2,14.3
Södermanlands län,arbetslösa,totalt,1000-tal,2021K3,17.3
Södermanlands län,arbetslösa,totalt,1000-tal,2021K4,18.6
Södermanlands län,arbetslösa,totalt,1000-tal,2022K1,25.4
Södermanlands län,arbetslösa,totalt,1000-tal,2022K2,18.8
Södermanlands län,arbetslösa,totalt,1000-tal,2022K3,14.1
Södermanlands län,arbetslösa,totalt,1000-tal,2022K4,16.6
Södermanlands län,arbetslösa,totalt,1000-tal,2023K1,19.7
Södermanlands län,arbetslösa,totalt,1000-tal,2023K2,14.2
Södermanlands län,arbetslösa,totalt,1000-tal,2023K3,12.9
Södermanlands län,arbetslösa,totalt,1000-tal,2023K4,12.0
Södermanlands län,arbetslösa,totalt,1000-tal,2024K1,9.8
Södermanlands län,arbetslösa,totalt,1000-tal,2024K2,16.4
Södermanlands län,arbetslösa,totalt,1000-tal,2024K3,16.4
Södermanlands län,arbetslösa,totalt,1000-tal,2024K4,13.1
Östergötlands län,arbetslösa,män,1000-tal,2008K1,9.5
Östergötlands län,arbetslösa,män,1000-tal,2008K2,9.3
Östergötlands län,arbetslösa,män,1000-tal,2008K3,7.1
Östergötlands län,arbetslösa,män,1000-tal,2008K4,8.3
Östergötlands län,arbetslösa,män,1000-tal,2009K1,10.6
Östergötlands län,arbetslösa,män,1000-tal,2009K2,11.9
Östergötlands län,arbetslösa,män,1000-tal,2009K3,12.0
Östergötlands län,arbetslösa,män,1000-tal,2009K4,12.7
Östergötlands län,arbetslösa,män,1000-tal,2010K1,13.4
Östergötlands län,arbetslösa,män,1000-tal,2010K2,16.0
Östergötlands län,arbetslösa,män,1000-tal,2010K3,11.6
Östergötlands län,arbetslösa,män,1000-tal,2010K4,9.3
Östergötlands län,arbetslösa,män,1000-tal,2011K1,9.9
Östergötlands län,arbetslösa,män,1000-tal,2011K2,11.4
Östergötlands län,arbetslösa,män,1000-tal,2011K3,10.3
Östergötlands län,arbetslösa,män,1000-tal,2011K4,8.8
Östergötlands län,arbetslösa,män,1000-tal,2012K1,10.5
Östergötlands län,arbetslösa,män,1000-tal,2012K2,11.8
Östergötlands län,arbetslösa,män,1000-tal,2012K3,10.1
Östergötlands län,arbetslösa,män,1000-tal,2012K4,11.9
Östergötlands län,arbetslösa,män,1000-tal,2013K1,12.2
Östergötlands län,arbetslösa,män,1000-tal,2013K2,12.5
Östergötlands län,arbetslösa,män,1000-tal,2013K3,8.7
Östergötlands län,arbetslösa,män,1000-tal,2013K4,10.3
Östergötlands län,arbetslösa,män,1000-tal,2014K1,12.7
Östergötlands län,arbetslösa,män,1000-tal,2014K2,11.9
Östergötlands län,arbetslösa,män,1000-tal,2014K3,8.7
Östergötlands län,arbetslösa,män,1000-tal,2014K4,10.2
Östergötlands län,arbetslösa,män,1000-tal,2015K1,12.1
Östergötlands län,arbetslösa,män,1000-tal,2015K2,11.1
Östergötlands län,arbetslösa,män,1000-tal,2015K3,9.0
Östergötlands län,arbetslösa,män,1000-tal,2015K4,7.3
Östergötlands län,arbetslösa,män,1000-tal,2016K1,9.8
Östergötlands län,arbetslösa,män,1000-tal,2016K2,10.9
Östergötlands län,arbetslösa,män,1000-tal,2016K3,9.7
Östergötlands län,arbetslösa,män,1000-tal,2016K4,9.1
Östergötlands län,arbetslösa,män,1000-tal,2017K1,11.6
Östergötlands län,arbetslösa,män,1000-tal,2017K2,11.4
Östergötlands län,arbetslösa,män,1000-tal,2017K3,9.9
Östergötlands län,arbetslösa,män,1000-tal,2017K4,8.3
Östergötlands län,arbetslösa,män,1000-tal,2018K1,10.9
Östergötlands län,arbetslösa,män,1000-tal,2018K2,11.6
Östergötlands län,arbetslösa,män,1000-tal,2018K3,9.1
Östergötlands län,arbetslösa,män,1000-tal,2018K4,9.1
Östergötlands län,arbetslösa,män,1000-tal,2019K1,10.6
Östergötlands län,arbetslösa,män,1000-tal,2019K2,13.7
Östergötlands län,arbetslösa,män,1000-tal,2019K3,9.9
Östergötlands län,arbetslösa,män,1000-tal,2019K4,9.9
Östergötlands län,arbetslösa,män,1000-tal,2020K1,11.6
Östergötlands län,arbetslösa,män,1000-tal,2020K2,11.9
Östergötlands län,arbetslösa,män,1000-tal,2020K3,11.8
Östergötlands län,arbetslösa,män,1000-tal,2020K4,11.8
Östergötlands län,arbetslösa,män,1000-tal,2021K1,14.0
Östergötlands län,arbetslösa,män,1000-tal,2021K2,13.5
Östergötlands län,arbetslösa,män,1000-tal,2021K3,14.8
Östergötlands län,arbetslösa,män,1000-tal,2021K4,9.9
Östergötlands län,arbetslösa,män,1000-tal,2022K1,10.8
Östergötlands län,arbetslösa,män,1000-tal,2022K2,12.7
Östergötlands län,arbetslösa,män,1000-tal,2022K3,9.3
Östergötlands län,arbetslösa,män,1000-tal,2022K4,11.8
Östergötlands län,arbetslösa,män,1000-tal,2023K1,16.1
Östergötlands län,arbetslösa,män,1000-tal,2023K2,13.2
Östergötlands län,arbetslösa,män,1000-tal,2023K3,12.9
Östergötlands län,arbetslösa,män,1000-tal,2023K4,14.5
Östergötlands län,arbetslösa,män,1000-tal,2024K1,17.3
Östergötlands län,arbetslösa,män,1000-tal,2024K2,15.3
Östergötlands län,arbetslösa,män,1000-tal,2024K3,12.7
Östergötlands län,arbetslösa,män,1000-tal,2024K4,
Östergötlands län,arbetslösa,kvinnor,1000-tal,2008K1,6.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2008K2,9.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2008K3,7.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2008K4,6.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2009K1,7.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2009K2,11.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2009K3,11.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2009K4,9.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2010K1,9.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2010K2,13.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2010K3,9.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2010K4,9.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2011K1,9.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2011K2,9.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2011K3,9.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2011K4,7.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2012K1,9.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2012K2,11.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2012K3,7.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2012K4,7.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2013K1,8.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2013K2,9.2
Östergötlands län,arbetslösa,kvinnor,1000-tal,2013K3,7.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2013K4,7.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2014K1,9.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2014K2,10.4
Östergötlands län,arbetslösa,kvinnor,1000-tal,2014K3,9.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2014K4,9.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2015K1,10.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2015K2,10.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2015K3,8.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2015K4,8.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2016K1,8.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2016K2,7.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2016K3,6.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2016K4,7.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2017K1,8.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2017K2,10.3
Östergötlands län,arbetslösa,kvinnor,1000-tal,2017K3,6.6
Östergötlands län,arbetslösa,kvinnor,1000-tal,2017K4,7.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2018K1,7.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2018K2,9.3
Östergötlands län,arbetslösa,kvinnor,1000-tal,2018K3,9.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2018K4,7.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2019K1,11.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2019K2,10.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2019K3,8.3
Östergötlands län,arbetslösa,kvinnor,1000-tal,2019K4,8.4
Östergötlands län,arbetslösa,kvinnor,1000-tal,2020K1,8.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2020K2,11.3
Östergötlands län,arbetslösa,kvinnor,1000-tal,2020K3,8.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2020K4,7.2
Östergötlands län,arbetslösa,kvinnor,1000-tal,2021K1,9.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2021K2,12.7
Östergötlands län,arbetslösa,kvinnor,1000-tal,2021K3,
Östergötlands län,arbetslösa,kvinnor,1000-tal,2021K4,9.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2022K1,11.1
Östergötlands län,arbetslösa,kvinnor,1000-tal,2022K2,10.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2022K3,9.8
Östergötlands län,arbetslösa,kvinnor,1000-tal,2022K4,9.9
Östergötlands län,arbetslösa,kvinnor,1000-tal,2023K1,11.4
Östergötlands län,arbetslösa,kvinnor,1000-tal,2023K2,13.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2023K3,
Östergötlands län,arbetslösa,kvinnor,1000-tal,2023K4,
Östergötlands län,arbetslösa,kvinnor,1000-tal,2024K1,11.0
Östergötlands län,arbetslösa,kvinnor,1000-tal,2024K2,11.5
Östergötlands län,arbetslösa,kvinnor,1000-tal,2024K3,
Östergötlands län,arbetslösa,kvinnor,1000-tal,2024K4,
Östergötlands län,arbetslösa,totalt,1000-tal,2008K1,16.5
Östergötlands län,arbetslösa,totalt,1000-tal,2008K2,18.3
Östergötlands län,arbetslösa,totalt,1000-tal,2008K3,14.8
Östergötlands län,arbetslösa,totalt,1000-tal,2008K4,14.9
Östergötlands län,arbetslösa,totalt,1000-tal,2009K1,17.6
Östergötlands län,arbetslösa,totalt,1000-tal,2009K2,23.0
Östergötlands län,arbetslösa,totalt,1000-tal,2009K3,23.5
Östergötlands län,arbetslösa,totalt,1000-tal,2009K4,22.3
Östergötlands län,arbetslösa,totalt,1000-tal,2010K1,22.9
Östergötlands län,arbetslösa,totalt,1000-tal,2010K2,29.7
Östergötlands län,arbetslösa,totalt,1000-tal,2010K3,21.1
Östergötlands län,arbetslösa,totalt,1000-tal,2010K4,18.8
Östergötlands län,arbetslösa,totalt,1000-tal,2011K1,19.6
Östergötlands län,arbetslösa,totalt,1000-tal,2011K2,20.9
Östergötlands län,arbetslösa,totalt,1000-tal,2011K3,19.5
Östergötlands län,arbetslösa,totalt,1000-tal,2011K4,16.3
Östergötlands län,arbetslösa,totalt,1000-tal,2012K1,20.1
Östergötlands län,arbetslösa,totalt,1000-tal,2012K2,22.9
Östergötlands län,arbetslösa,totalt,1000-tal,2012K3,17.1
Östergötlands län,arbetslösa,totalt,1000-tal,2012K4,19.8
Östergötlands län,arbetslösa,totalt,1000-tal,2013K1,20.9
Östergötlands län,arbetslösa,totalt,1000-tal,2013K2,21.7
Östergötlands län,arbetslösa,totalt,1000-tal,2013K3,16.3
Östergötlands län,arbetslösa,totalt,1000-tal,2013K4,18.2
Östergötlands län,arbetslösa,totalt,1000-tal,2014K1,22.2
Östergötlands län,arbetslösa,totalt,1000-tal,2014K2,22.3
Östergötlands län,arbetslösa,totalt,1000-tal,2014K3,18.4
Östergötlands län,arbetslösa,totalt,1000-tal,2014K4,19.9
Östergötlands län,arbetslösa,totalt,1000-tal,2015K1,22.7
Östergötlands län,arbetslösa,totalt,1000-tal,2015K2,21.9
Östergötlands län,arbetslösa,totalt,1000-tal,2015K3,17.0
Östergötlands län,arbetslösa,totalt,1000-tal,2015K4,15.4
Östergötlands län,arbetslösa,totalt,1000-tal,2016K1,18.8
Östergötlands län,arbetslösa,totalt,1000-tal,2016K2,18.8
Östergötlands län,arbetslösa,totalt,1000-tal,2016K3,16.6
Östergötlands län,arbetslösa,totalt,1000-tal,2016K4,16.9
Östergötlands län,arbetslösa,totalt,1000-tal,2017K1,19.7
Östergötlands län,arbetslösa,totalt,1000-tal,2017K2,21.8
Östergötlands län,arbetslösa,totalt,1000-tal,2017K3,16.5
Östergötlands län,arbetslösa,totalt,1000-tal,2017K4,15.4
Östergötlands län,arbetslösa,totalt,1000-tal,2018K1,18.5
Östergötlands län,arbetslösa,totalt,1000-tal,2018K2,20.9
Östergötlands län,arbetslösa,totalt,1000-tal,2018K3,18.2
Östergötlands län,arbetslösa,totalt,1000-tal,2018K4,17.0
Östergötlands län,arbetslösa,totalt,1000-tal,2019K1,22.1
Östergötlands län,arbetslösa,totalt,1000-tal,2019K2,23.8
Östergötlands län,arbetslösa,totalt,1000-tal,2019K3,18.2
Östergötlands län,arbetslösa,totalt,1000-tal,2019K4,18.3
